UUID,Price,Quantity,Date
a906257b-c0d9-44dc-92de-5b887413c2b9,19,2,Thu Dec 01 2022
3e6beaa1-dada-4f1a-8f9a-a242c257cf02,30,29,Mon Feb 12 2024
77c30068-d93c-4c48-9a9d-e53362c71e31,40,11,Mon Jul 10 2023
ae048e3f-2261-4965-b404-18df749127ae,2,40,Thu Dec 22 2022
2437c75b-f96d-4365-a383-713f5c932263,44,45,Sun Sep 24 2023
9cfd527c-2ba3-44d3-8225-2de9aa6d7db8,46,47,Sat Oct 08 2022
7ececd2d-c720-4002-a0e4-ad7bb02c9188,22,22,Tue May 03 2022
32bf0961-6c47-4e17-8777-908f6b00cf80,83,46,Sun Mar 12 2023
786dcd5b-8df2-4300-8eba-b1393732ac0e,51,44,Thu Dec 14 2023
4db9baeb-ba62-4876-a38f-80f90c114dcf,12,25,Thu Apr 14 2022
0b94e5da-17ab-42b9-ad75-60f71010a0e5,18,21,Sat Dec 17 2022
13e02504-c2c0-486b-b3b0-c2262e6b6548,40,22,Fri Oct 28 2022
cdf14fbc-1975-449e-92fd-08ca1947443f,70,46,Sat Nov 12 2022
b2c3dd2f-9ba3-42a3-995f-4c6829d7d3eb,90,27,Fri Sep 22 2023
0d24ae93-2601-4033-b2aa-732a1afb618d,88,7,Sun Mar 19 2023
c0fee9e2-8a62-4447-8184-d74ebfc9b1ea,9,31,Wed Sep 06 2023
24b8ce29-4139-4a1c-92e0-26ca0049726b,27,19,Sun Aug 28 2022
de98be01-56aa-4b51-804d-d8c4bb9934ca,89,45,Wed Aug 17 2022
1944ff6b-5d31-4f7e-9bf2-a475c0be6373,55,42,Thu Sep 22 2022
2e11e520-4c35-4196-ac8c-ce53c5f7a9f8,88,37,Tue Mar 28 2023
9bb1b4e1-abd4-4ab1-ab9b-ea29bde7a551,91,43,Mon May 29 2023
fd30142f-9abe-4471-9c32-08e9cf8f04b5,62,17,Thu Oct 20 2022
ca2fdead-abbb-4e1b-b997-aa0a160cadbb,54,14,Wed Feb 01 2023
5e030d97-7cd0-485a-9c0e-809f27105e47,7,13,Thu Nov 24 2022
d7e5a01f-3502-4a3a-b3a1-020b087a4aa9,66,39,Mon Jan 15 2024
be33f20b-80a8-48d5-8b64-1c727fa6cb3f,47,15,Wed Aug 02 2023
477632a9-ceb4-43b0-9593-03572caf98fb,30,12,Wed Sep 21 2022
bfc2865f-1b3d-410b-8436-e7116a8f1636,57,31,Sat Sep 02 2023
c8ade5ca-7ab2-499d-aea5-d59e2f3a50bc,91,50,Tue Jan 02 2024
c78b5976-7dce-4d1b-97b7-431f191aefe3,96,11,Wed Jun 22 2022
5eccd23d-45f8-4279-8bba-3e0278ee7ad5,67,22,Sun Aug 21 2022
f704e58e-c23b-4e9a-89b6-48d7876f4393,24,37,Thu Dec 07 2023
d66689bf-fc74-46aa-bef3-b5338f7c3dea,96,18,Thu May 11 2023
5a756468-db31-4af8-8d6e-2ead7358d224,79,23,Sun Mar 12 2023
d47ee8fa-f020-4412-ae03-8393d8ef7578,78,26,Sun Dec 31 2023
c2e299ef-7d5b-45b6-a94f-3d86f3d75c0c,93,5,Wed Apr 27 2022
28621db7-e04c-4b93-bbbd-2597619f4198,61,9,Tue Aug 22 2023
dcbd6ebc-e232-4177-a42a-c159340d0f5c,88,10,Sat Feb 18 2023
9851c0d7-a47f-4fde-927f-b9c18d61f484,54,32,Wed Aug 17 2022
06bf69de-e0a0-43f6-a601-3ab4edb4b7ef,38,11,Tue Apr 26 2022
12354670-991a-49ca-baee-1fb6f96d4a45,85,16,Mon Aug 21 2023
85e1b200-6590-4e69-91de-eaf8e9909d35,79,12,Tue May 31 2022
da538168-9fb2-437a-8562-6586225b3777,87,48,Fri Jul 14 2023
829b989e-32a0-427c-a9e1-65ab72b8f18f,97,25,Sat Apr 16 2022
ec1834e8-6382-446e-85a3-190876d1f409,85,48,Mon Apr 24 2023
8986beb8-5e4d-412c-9635-a75c8fa984b3,1,19,Sat Oct 07 2023
3e2b47db-5d71-48cf-90f1-80e51b4b7014,45,4,Fri Dec 23 2022
413586ed-91ed-4184-91b4-a8e3734c16eb,7,12,Tue Nov 14 2023
29cb5df5-cb78-4d02-a6b4-e279f4f77614,30,45,Tue Jan 23 2024
e402c29d-b121-4a28-bfdf-d3f181c4d47f,42,13,Fri Nov 25 2022
7e83c60f-ea72-4eaa-a973-b8f89a6407a0,37,6,Mon Jan 15 2024
ec5646b9-fca9-411a-bf44-e11853df3ff4,4,44,Sat Dec 30 2023
c1aaa217-a87a-40ad-87c8-dd593f37fcbc,68,8,Wed May 31 2023
be66a9de-6cf8-4dde-a12a-487a1dd13a5c,2,14,Tue Dec 13 2022
0bbb558b-3d6c-48e6-99db-fdf066b46e8a,93,49,Thu Nov 02 2023
778dca49-01eb-4f81-a97a-caf3c489a320,63,45,Fri May 13 2022
7370339f-7229-4201-b693-5f922358a511,91,19,Sat Nov 04 2023
cfcb296b-1ead-4c84-b2e9-7ef160a9e584,64,16,Thu May 11 2023
437ba4b0-51f9-42a7-a1f4-fd69a0b499a9,89,37,Thu Oct 12 2023
38f19982-af01-4f3a-9371-29b1d1cb378a,31,44,Sun Oct 23 2022
e2e53119-c74b-4478-8480-9cbabc971dce,88,29,Thu Aug 11 2022
c91d5bd0-0b9f-42c9-a9cc-4207c3a97f08,53,46,Tue Apr 18 2023
3660cfe4-b0ae-411c-ac9b-ab8d57fc072b,4,37,Tue Apr 25 2023
e6de9acf-feee-40df-b667-ae8d194c0a32,52,28,Sat Jun 18 2022
fb662ce6-b963-49aa-83f3-a3e046d350c2,11,37,Mon May 16 2022
848d3781-74d7-4b52-86dc-85e5b038315a,70,6,Fri May 19 2023
1329b2d3-c515-46f5-aad8-c9f05fee4657,77,43,Mon Feb 26 2024
bb06e40d-fd8a-444a-a4e3-152dbce45b0c,34,9,Sat Jun 03 2023
a7220bd8-0335-4007-8de4-5a7b20248e88,93,47,Tue Jan 31 2023
4ac9a96d-8a86-49ac-872d-8b47369a6eb5,44,47,Tue Oct 18 2022
c105f2ff-2a09-4b94-864a-0ecc0225994a,40,31,Wed Jun 21 2023
2d15d2ef-e922-47b9-b182-67c44a180d06,52,47,Sun Jan 29 2023
e9ec585f-ce51-4f7a-bada-f05c61822f21,60,32,Sun Oct 08 2023
85833d5d-d476-41dd-bd0e-f4c4800599c7,8,13,Thu Sep 28 2023
9c65d7ab-7618-4e31-9a7f-6c5e1b9bf4d9,56,19,Wed Sep 21 2022
bb3afaf7-eaae-4671-b14d-314f91c75b2a,36,13,Sat May 13 2023
c2d812cc-f66f-4177-a1ef-ceef4e1b3cc8,100,6,Tue Apr 04 2023
738eb8a8-10d4-4d69-825e-d00f70da9b89,44,15,Mon Dec 25 2023
83ca3290-4537-4109-9d6d-422ccc01faff,90,32,Sat Mar 04 2023
2a191c6a-abc3-43ba-b889-5bbaef8323a4,46,18,Tue Apr 05 2022
7a590de2-93b6-4fd9-86c2-c22c1176203d,30,22,Wed Mar 22 2023
3da29802-2e1d-4118-aac8-c1372a16ef91,99,7,Sun Mar 17 2024
d12372d1-c5e4-45e3-ae65-d6d295ed4a81,92,28,Fri Jan 27 2023
d11c55a4-3d28-4dd5-92a4-1ff5aea92cfb,69,5,Sat Apr 30 2022
33cdcfca-7613-42f5-8921-8b7f72bd7593,100,5,Mon Dec 05 2022
661993d4-e5c1-44bd-96d6-a778ed30701e,44,13,Mon Jul 03 2023
c0f2823c-41f3-4ce8-9c59-04335c3fdb3d,43,35,Wed Jul 06 2022
4dccff62-cf2b-46b1-8385-e54779166bc9,82,8,Sat Sep 02 2023
9e0f850a-b77d-4ee8-a9f2-d0d006694790,49,21,Sun Sep 17 2023
1313b1af-b9bc-4995-bb5d-3beba6c4fb71,27,31,Mon Jan 08 2024
acc41129-df66-44ec-bf01-b3854a6565a5,36,36,Tue Aug 01 2023
631c59ab-8022-48b3-86b8-4c1ab9fd2532,85,47,Sun Oct 02 2022
e5248c3d-87f2-44b4-b7f7-a3e075e3fbae,47,8,Fri Aug 19 2022
c1e2aecb-777e-4684-964f-83b8d7eabbfa,87,23,Thu Jul 21 2022
dbff9126-8136-4e54-8c73-6c0a91a76364,71,43,Mon Jun 27 2022
6bda6d87-6db1-4877-bcf2-27aa3d0f7b87,5,14,Sat May 21 2022
796033dd-0434-4a13-aa06-c6dc03d783f8,41,24,Mon Dec 18 2023
d894e995-b868-4cc0-8379-ebd742cb1964,14,14,Wed Jun 21 2023
326eaf03-3bb5-4d56-a3fd-56cca249fdc6,25,43,Mon Jul 10 2023
d8a9da0a-c0bf-4896-b056-48d5c9b1c0ee,82,47,Sat Apr 09 2022
8d567ba1-9a18-4a27-83c4-c2c4c5be5102,53,4,Thu Jun 30 2022
12ae1afa-839b-4d21-a76f-81b64d99f2f3,22,34,Mon Apr 24 2023
59a53ff6-ee29-433e-b032-59d605a6a458,91,15,Thu Sep 01 2022
f50de7d5-c2ae-4975-9427-9e32c718e337,35,33,Thu Mar 21 2024
2da1333e-a932-4832-a2cc-5c71446c78df,59,27,Sun Sep 18 2022
d3f97185-9d8c-4be8-8641-ff6578b2ae3b,73,42,Wed Mar 13 2024
7aa718b6-1267-4665-bc41-2a808267a975,42,15,Thu Jan 04 2024
70f88a8d-102d-4a2b-91db-cba4d64d6881,7,18,Wed Jul 05 2023
7efa84d0-eb52-45f1-a803-1453c2648bae,61,33,Thu Oct 05 2023
22cced91-bd7a-4623-a1a4-f8f116fcc857,3,15,Mon Jul 04 2022
5b1f7c49-0b53-4bd5-93dd-1ccbceef913b,2,38,Sun Jul 02 2023
6b0449dc-3443-4213-9968-1f0fcb64b7e8,59,27,Fri Apr 14 2023
8c287f64-1e74-466e-9afe-f75b49fc35a6,79,25,Mon Nov 21 2022
75435189-fbc9-43ab-8fde-750425c03d91,62,4,Wed Oct 04 2023
0fcf9e6f-8a85-46ba-87c8-de8305ccdcec,31,4,Sat Jul 15 2023
66942ec3-ce46-41c0-92b6-aeadd44bddba,27,40,Sat Nov 19 2022
41db883f-a960-44e9-b316-78e2ada9205c,53,48,Sat Nov 05 2022
5a9fd793-ce10-4d4a-8f19-58655ee99140,73,48,Thu May 12 2022
d2e07a8b-b427-42cc-9a83-08be645c11b6,43,20,Wed Mar 20 2024
48afe554-4717-456e-a49e-7e5dc8af5877,21,33,Wed Dec 21 2022
f4766adf-5a13-4429-9948-6877cd00eb87,37,16,Thu Mar 21 2024
138a024c-c141-4cc1-a288-1fa00bde2133,47,43,Sat Apr 30 2022
30e3c8b4-1180-470f-8673-9b5544823c68,78,26,Fri Aug 11 2023
9a40b602-bb26-4eb0-9698-420b03877300,17,49,Fri Jan 19 2024
53d13512-efdb-4b85-9dbb-9c5f8e9fd499,67,40,Thu Jan 11 2024
42eb7528-6e13-4176-af6d-2dc02fa9047e,48,3,Fri Apr 15 2022
569470b9-2351-4de2-a4fa-a5558f5e1e64,29,14,Sun Feb 12 2023
30eb4663-d39b-4902-9dc0-b958aa482f1e,100,18,Thu Nov 10 2022
b15f390d-b1bc-47e4-8c26-a4fe3ca108d8,96,30,Mon Dec 12 2022
4109b571-8a62-44eb-b88b-0a28286bb6d4,60,41,Wed Nov 30 2022
4277cb48-4a63-4810-80b3-b0d645306c76,88,6,Tue Oct 31 2023
6cae6292-8d67-43e2-80de-2e0c4c7f15da,46,36,Mon Jan 30 2023
79158831-0209-43c0-87a0-8a2f1ba7aacc,88,12,Thu Apr 07 2022
0eaa4350-6434-4da0-9da7-d523711d7f4c,34,18,Wed Mar 08 2023
c5dcca7e-c29e-442c-890e-005447ebf567,42,29,Tue Oct 03 2023
b38cf50e-1866-4503-be46-6d7e03d021cb,32,15,Sat Dec 17 2022
9921b86b-c2d9-483d-9f4a-17b70d20d9cd,55,33,Wed Oct 25 2023
ed516f58-5063-47a9-afd5-b6fe2d4719ba,68,47,Fri Jun 23 2023
fea928b7-a5e3-43c6-9196-6c224896af8a,22,45,Tue Jan 09 2024
3dc8cafb-0b91-4c45-bf9b-a7db1d6175f1,80,23,Thu Dec 21 2023
bc5e455b-3da2-4451-a186-20b6f7762f73,49,41,Fri May 06 2022
cd92ef49-554d-40e5-a316-fec5bab27937,12,9,Fri Dec 29 2023
c56a8ae1-441c-40f6-975d-3a5986b40457,79,19,Thu Nov 17 2022
7ee1b4a4-de6f-4763-b10e-8ec4d32893cf,72,5,Mon Jul 25 2022
698256bf-abbb-47ff-aee0-7b42128e7de2,59,33,Sun Mar 31 2024
341b134c-5737-4b2a-9a90-4dc122247ac9,13,1,Fri Jun 30 2023
8192752c-ae05-4399-8087-70d1df43703d,47,50,Sun Oct 02 2022
ad30132f-aabe-4889-be2c-a95a45e077da,46,9,Sun Sep 03 2023
d528e81b-1107-4838-8f52-5fd76df39521,61,49,Fri Nov 17 2023
f9e5c866-9db8-49f2-ac56-614ad9137a13,98,47,Thu Mar 16 2023
e84e3337-ba7a-4cc7-b630-634915e70099,29,27,Thu Dec 22 2022
8e47ff64-4bbf-4454-8d90-9ec6991e32bd,42,10,Fri Jul 01 2022
0a7d9848-1dbb-422e-95b9-82b4de165767,33,6,Sun Apr 03 2022
8f5ada99-151f-4e30-b747-136f7b33b990,16,8,Wed Aug 02 2023
e9de5e21-ea96-402c-85bc-8de77d6431f6,36,15,Mon Sep 11 2023
4270fca0-337b-4027-b92f-e8316cb312c8,96,14,Thu Mar 23 2023
aac47819-9033-4a2b-982e-d3c8c3e44554,17,44,Sun Nov 06 2022
cf3f3f79-0d83-45eb-b1bc-a71a9cd30b6f,1,38,Thu Apr 20 2023
261d971b-6f8e-4187-84d2-eb1130d2db88,81,37,Sun Feb 05 2023
641ce2de-7ad9-4a21-872d-34264d72322d,91,1,Thu Dec 01 2022
48b806fb-a8e2-428c-8096-f0c09d42a5f2,95,44,Wed Mar 15 2023
531b8a7a-6169-4db3-b63a-611139bec1f7,43,19,Thu Feb 29 2024
d304048e-83b6-40dd-8190-bd1b3a690ff6,10,43,Sat Nov 18 2023
0d3aa7ea-031f-45af-8dfe-85f285079652,16,15,Fri Mar 17 2023
56b9856b-fbff-4cb4-bffb-b8963e839ab3,25,1,Wed Sep 07 2022
adbf621c-f8c3-4ddc-a981-18771b00385a,13,41,Thu Feb 15 2024
97571c16-1569-415a-8e5b-2a9800331595,16,18,Sun Apr 24 2022
ab93e1cc-af1f-4e85-84a4-1087d8c7c6c8,16,21,Wed Oct 26 2022
c6273b39-0c8e-4170-8455-9acd9f7bab22,71,42,Mon Nov 06 2023
2be6fbfa-f01a-4aba-b997-ffa6eaf9884b,10,10,Fri Mar 03 2023
60c238d9-3faf-4bc8-be85-fa4aa6b15709,41,49,Fri Feb 02 2024
844c4225-eb9e-454d-aac8-35c70ad42139,28,34,Mon Jul 11 2022
778822bc-167e-4b1a-85b6-a9d6872df741,45,47,Mon Apr 01 2024
0514726d-6c6b-4e83-80a1-3154cd19c20c,12,36,Fri Mar 17 2023
d2530375-3439-4036-9bfc-21a53a67917c,3,50,Tue Sep 26 2023
b4debafe-077b-4c42-b26c-a45519156bc0,24,14,Mon May 29 2023
66f82153-6819-46bc-a0f6-db17d1bc56b0,11,19,Tue Aug 23 2022
fba05189-6939-4904-bb67-bafc1cd648b8,93,33,Sat Jan 07 2023
31b8f244-c206-4d56-b70e-7ee972475367,97,14,Wed Jun 22 2022
d863ffa4-62df-4117-bcca-2d36310e7cd8,20,34,Fri Jun 02 2023
f47a168e-175a-4072-aa55-a3bec7c526da,51,21,Fri Sep 01 2023
76ca6d80-a5ff-4d52-ad08-1093c32d3f03,26,49,Wed Jan 25 2023
8a3e5e8c-a16b-4fb7-921a-d7b62961bac4,87,44,Tue Aug 30 2022
250a08f9-3a29-468c-9734-dd51374e2199,64,15,Tue Dec 12 2023
1af1cd11-f6d9-41c6-8b54-b01205381476,16,1,Sun Nov 27 2022
76ff3a16-440a-474a-9721-364c82b07897,7,29,Wed Mar 01 2023
e99ce8f8-9060-4b6f-b53e-25af552059bb,31,48,Sat Jun 10 2023
e8148641-8852-4ac6-bf57-cc641733db1e,12,15,Fri Jul 08 2022
2d7959b8-56c1-4aad-bbcb-113d6a0ab0a9,25,29,Wed Mar 27 2024
672b3abe-77e1-46d6-9a1b-fba37b4b3a92,66,12,Wed Jan 17 2024
2939bc75-ae90-4ef0-81dc-bf4714ab4dfe,2,46,Wed Jul 06 2022
f0a104c9-605e-4880-acb1-31dd9e8c5784,49,21,Sun Dec 18 2022
2acb7edf-e552-488c-9072-951d8dd2bb06,5,2,Tue Feb 06 2024
7ed96eb8-bfbd-4bf2-b382-6e38eb92f2c5,72,23,Wed Mar 08 2023
3ed0bd5c-e477-4957-82fe-a820c4cc01c8,38,9,Sat Jul 23 2022
d8c02edd-6597-4ee1-b5b2-0de2e63ce412,5,38,Sun Oct 29 2023
fb38a0e8-2036-4ecf-bfc5-52f4bd1496e4,92,33,Sat Apr 01 2023
9b6adcd3-c406-47a1-ad81-4595ae35399a,6,47,Wed Mar 20 2024
d96ad032-c883-426b-87f8-81064e056d59,16,37,Tue Oct 04 2022
95a06a64-a59b-4d0a-8aba-d2ed3b92a583,76,31,Tue Jan 03 2023
507e911c-d45b-4be4-9a29-0f0c0b17a0f4,52,41,Thu Jun 23 2022
8a67f995-e050-4491-8da2-e955beba75bd,12,32,Sat Dec 17 2022
7bb5b031-df9c-4027-af3e-d5ea4be93bb0,18,18,Fri Aug 26 2022
dc0d604d-c3e4-49dc-804b-f588ae7e68b6,68,9,Wed Aug 17 2022
cd1d0cc3-1489-4a47-97bd-3f1451a4c6c1,40,22,Sun Dec 25 2022
2ef16641-6885-4e47-875b-5bf1a07d4cb5,54,15,Fri Feb 03 2023
1e2d666d-d311-4727-8a45-a686ec35f34f,6,47,Sun Apr 16 2023
a63dff4b-f416-41f1-a7ad-d6224e09e73c,79,8,Wed Apr 26 2023
bf345c0f-df75-4212-9919-483c74ff0697,50,18,Mon May 22 2023
6c46de74-9b80-481d-8e93-175770a58c5f,64,40,Tue Aug 30 2022
120b011a-6957-487f-8173-d024313aef0e,43,30,Fri Jul 07 2023
9a21adaf-57e3-4152-8561-6c354809f356,1,10,Fri Sep 09 2022
58406f01-da0d-40e1-8f6d-815bc4218e8f,69,28,Fri Apr 07 2023
36f82548-6a03-48e7-b793-f0e5383a922b,82,25,Mon Jul 31 2023
7af32092-719a-4fcd-94d2-40764904a7c2,99,2,Thu May 19 2022
5bebebd6-ef4a-4b74-8a95-13e9472acb02,74,9,Fri Aug 25 2023
ebfcdd95-236e-4fdd-bfe8-06d1bea964b4,78,47,Sun Mar 10 2024
97e27bb3-aa22-4771-922e-d35255223462,61,11,Fri Jul 28 2023
a8048b2f-c40c-4564-94fd-b74af70b7455,72,41,Fri Jul 07 2023
e346ea4c-0d4c-485c-aa9e-d238e6248ffa,13,38,Sat Dec 23 2023
32a3d6b4-29a1-4c01-a6ca-e3b97d4f558c,37,20,Sat Nov 05 2022
d11da3f8-d1b3-4c75-9a65-fc98ef7e56d1,93,46,Tue Dec 26 2023
b30875a4-1466-4765-8b4a-53c0c2196d79,79,7,Wed Nov 02 2022
db80d1e2-e295-456c-94b2-27741fe3b3d0,87,6,Mon Oct 10 2022
1556d9d3-c897-42e6-b83a-d51bfd5b9bf8,19,8,Sun Jul 02 2023
84ccaa64-2117-423b-b6de-f420d5e99e2b,60,3,Mon Dec 04 2023
f926b5da-049d-4d90-850d-84248bcdf62d,7,27,Sun Feb 18 2024
ab497b62-1bc9-4982-82b0-78fe24d1891f,78,34,Sun Sep 11 2022
6153645f-947b-471a-a7f9-4d9e66012d00,99,7,Mon Apr 24 2023
5688d113-8bad-48a6-a35a-feb41d7505ff,82,19,Wed Jan 24 2024
c02631bc-ba63-4568-8a27-6c8e6fabd823,36,23,Fri Sep 30 2022
ee20233e-59ab-42b1-9c44-ef07ea9e8e88,95,38,Fri Jun 09 2023
31574e31-96c3-4deb-8e75-5dc95832d287,4,50,Fri Jun 23 2023
baefc90b-a6cd-4780-9632-b6cde6788242,90,11,Sat Dec 30 2023
4a241e4c-9e99-4dfa-8ab5-2e2619c9c208,86,18,Fri May 20 2022
36471deb-baa4-4f92-bb7c-220b9ef4af87,3,20,Tue Oct 17 2023
0904b3ad-03f1-4b9f-82ba-230d32d9068d,55,39,Wed Jun 15 2022
03cd3ea4-a702-41aa-8dbf-05df70eda6f0,69,36,Sat Dec 02 2023
a0ea37b4-5893-47a0-aeef-9bc0d89f9294,51,40,Sun Sep 24 2023
84d9c888-17a7-4639-9ae8-ec549c82db12,32,25,Sat Aug 12 2023
83dd5532-6370-44f6-9cce-c2779b36a399,44,25,Sun Jan 08 2023
69268533-0bac-4867-8ad8-fe41503ca3b5,74,3,Sat Jul 29 2023
3761e768-2438-4691-9ef8-d27f2bade333,47,32,Sat May 07 2022
87606926-c363-47e2-8a43-448b12b5cad1,30,3,Thu Oct 12 2023
c200c697-bfd7-46c5-9889-5d22812f1e91,45,36,Sun Dec 11 2022
b6598ebe-6756-4b21-a564-31d7c1541ac4,43,2,Tue Jun 20 2023
ca35d429-c2f9-472a-a3e1-5dd10c510534,85,2,Wed Aug 24 2022
ed357102-a16b-4bab-b475-a48d888ae47b,73,44,Tue Feb 07 2023
dbbaa7e0-d536-4c54-ac09-b49dbfd85bfb,1,35,Fri Aug 19 2022
12a8f748-03d8-486c-b2cd-948a77a8ea3d,36,28,Mon Mar 20 2023
31019bd1-5340-40ed-a81b-735f69a6eb31,28,12,Fri Jan 13 2023
9b99a498-c933-428f-946f-ab4043bb2d7e,49,3,Fri Feb 10 2023
8fe3c767-6216-4907-a6ec-cb2381798016,73,34,Mon Jan 22 2024
a0417b69-e198-45c0-ac40-aa74184d0584,74,22,Tue Jan 23 2024
61634dd3-aa7a-480d-b4c2-9e14ac2f3d87,76,12,Thu Feb 29 2024
51b9c024-1345-4ab4-99d4-98a02983831e,9,8,Sun Mar 17 2024
6294b64e-8f16-4169-ae7b-bd165e3a703b,35,39,Wed Jul 05 2023
9041e592-053e-4d15-8d6b-0ec268c9a0ff,30,7,Wed May 24 2023
02d8ee0d-f6cd-4c91-a268-af6f8ba4a660,73,26,Thu Mar 30 2023
0fe81907-9e7b-4ae1-b6e3-82d4ba970ce8,30,2,Thu Aug 17 2023
dcf8fed0-3ff2-4437-9648-0f261e2ddacc,25,36,Tue Jun 21 2022
ac271403-19cc-43bd-bb48-945b937cc438,88,16,Mon Apr 18 2022
4ab6c8d6-6d55-4de8-97cf-7642961a6b79,53,13,Sat Mar 02 2024
a62eac17-5a5b-403b-9a12-8d2a51c86b99,30,12,Sat Apr 08 2023
a761b257-3cbb-44da-b170-52408da1b06f,6,34,Fri Apr 22 2022
c5aec9a1-9235-4eba-841a-a198eece7864,56,10,Thu Jul 28 2022
00fbbade-0648-46bf-a273-316b8361c9df,48,20,Sun Jan 07 2024
3e240e16-d7e3-4a57-9bad-10d03b28f7be,73,34,Thu Oct 26 2023
77135626-f455-4b6c-8548-63c74cddcd0d,82,44,Sat Feb 11 2023
457d75d8-a8f7-4e5b-86d0-95eba7ec876b,30,29,Sat Feb 04 2023
a387e28c-95cc-4ede-999e-435473e1dd74,36,17,Wed Dec 07 2022
f384b351-dc02-4f4c-9912-9b355913e242,13,17,Wed Jan 04 2023
f4995155-5202-4a45-b69a-32e2aabe3fad,73,41,Sun Nov 05 2023
52ebd4fe-5c38-4bde-812c-55945358852b,75,8,Thu Jul 07 2022
60128664-4400-4df2-a885-fc909c1a094f,92,6,Mon Dec 26 2022
437a2b88-a19e-49b7-bf6f-a1bea357a9ad,59,26,Tue Jul 19 2022
bf4ae081-434d-416a-b6f6-ce57199ee1b9,35,45,Sun Jun 12 2022
9215543f-e3e3-4a52-be5e-caf57b1474c0,39,35,Fri Jun 23 2023
5c1db44c-49d3-4842-8838-53113699f20d,58,12,Mon Jan 15 2024
92c4ceb5-1ee3-4003-a781-550e8e211d05,15,36,Mon Jan 08 2024
aa422aa7-7f2e-4295-b86b-fe25d1b4efc6,5,49,Mon Jul 25 2022
ab4d8505-a10d-4b95-97f2-c9bbd103d33d,69,22,Fri Jan 06 2023
dbce1076-b12b-4ae6-a50d-1b2112a4df63,26,10,Fri Mar 24 2023
167172b6-3d75-4923-b104-bfc798d31f4f,66,34,Sun May 28 2023
0b197647-c17b-48b0-a77e-f3dd423b78ac,11,23,Sun Dec 10 2023
cff2123d-8079-4da0-a379-ae72ff1fcbe1,34,43,Sat Dec 02 2023
90a94bbb-0e4e-4771-bc52-cfad6efc317b,41,24,Sun Jul 10 2022
f5fbf772-6285-49d4-9727-1d4db9868c2c,54,18,Fri Sep 01 2023
1c740d1a-f58f-4875-9444-b563412a8b7c,79,2,Thu Aug 10 2023
c70bbfdf-fb89-4ff2-98d7-8ba7463fb0cb,22,30,Sun Feb 05 2023
ca839cb1-9fe2-4d0f-8eda-84a7192b6013,18,21,Wed Nov 30 2022
c4236046-8f23-4571-843b-1d24b954d9e5,84,27,Wed Aug 16 2023
165e9aac-cbee-4f26-a85c-aed343a1878d,84,7,Fri Oct 28 2022
5c74f468-e0ef-4b89-a295-7c2ba4f519f1,37,38,Wed Aug 23 2023
1d62f8e6-d5bd-4764-856c-be5c1e74ac58,44,42,Sun Feb 12 2023
85147cdb-389f-4e45-b1d5-5910f0a4c7a5,52,25,Tue Mar 28 2023
cfabb6d0-eeea-4fb3-bb1d-e0e62d88d849,53,5,Wed Jun 08 2022
9d2974ef-d80d-4560-8cb3-1687e7766048,56,4,Tue Jun 21 2022
204c9a47-09db-47f9-b1a3-fe9f735587a2,12,32,Sat Nov 19 2022
3c671eed-3205-4d51-a4e0-046a1cfd67e8,74,37,Thu Jan 11 2024
504a81d9-8594-43f2-ab51-b63cb5128c97,65,24,Tue Jun 28 2022
77abf6da-d20b-40e5-a0e6-943849a186db,67,50,Thu Nov 17 2022
16b5a2be-d423-464c-9511-466b99e3e444,94,16,Wed Jan 11 2023
df76d47f-a015-4de7-a5da-1d9e6fb685cc,19,14,Tue Jul 11 2023
b66c9968-477c-4987-a6f7-2f9b78dcaf39,76,15,Sun Oct 29 2023
a17193b7-022f-439d-acd6-2f54b4d53ae6,10,46,Fri Jul 07 2023
7551e680-3781-4fda-817e-9cf606ed5bed,79,35,Sat May 07 2022
d86ab15e-0802-42ae-8a4b-91a32f0dc2c2,16,47,Thu Nov 17 2022
91db56b7-eb06-4128-9fee-91776bc71588,39,41,Sun Sep 04 2022
89a65777-0548-43df-bca6-66f6720010de,44,46,Thu Sep 01 2022
623719e8-721c-4f16-8dd5-1a0cb9c4a1e1,52,29,Thu Sep 15 2022
25003802-4b54-4b44-b155-6a0a9dc16cf6,40,3,Fri May 06 2022
8125208f-48f2-4f16-ae0a-be750bbf3202,78,21,Wed Apr 06 2022
4136767f-6eaa-4e39-85be-3c662849d2a8,41,24,Thu Nov 16 2023
68d0f983-ff3b-4c56-871e-0aca53cd5f3a,94,37,Sat Sep 02 2023
bdf21b04-f8af-4129-a449-3d20b12fa7f1,84,48,Sun Apr 02 2023
099c40bf-f059-4adf-8bb4-f15b59e65c4f,10,36,Sat Nov 04 2023
da2505c4-d801-4c68-90f6-07a94d707961,86,29,Sun Aug 13 2023
b270796e-c14e-4216-a929-b16d83e0b049,66,15,Thu Jan 12 2023
94698c66-ea6f-4569-9aa4-43ea3a7e2916,52,1,Thu Apr 13 2023
f118adbc-ecca-444c-8711-ad11ad8f7791,83,16,Mon May 22 2023
490ceb13-1354-46e9-97d8-3b22015396c6,72,48,Mon Nov 27 2023
1575e724-e4c1-4a2b-af81-e3b430c4f7e8,59,11,Tue May 02 2023
b2627925-a537-451d-90b4-f72f03e80344,22,49,Mon Sep 11 2023
dd7e68fb-661b-46d4-aff9-8905c3b8f41b,78,22,Thu May 18 2023
a81145e2-c68f-40fd-8731-90b617d12fe6,51,4,Sun Feb 26 2023
